user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,perceived_stress_score,daily_steps_count,likes_given_per_day,comments_written_per_day,dms_sent_per_week,followers_count,following_count,uses_premium_features,account_creation_year,privacy_setting_level
725,Instagram,31,Female,Other,Suburban,Middle,Full-time employed,Married,No,9.3,6.8,Average,No,22,7980,128,31,23,323,282,Yes,2010,Friends only
726,Instagram,56,Male,Brazil,Urban,Lower-middle,Full-time employed,Married,Yes,5.4,5.4,Good,Former,1,7918,36,15,14,1231,551,No,2019,Public
727,Instagram,51,Female,Australia,Urban,Middle,Student,Single,No,11.4,6.1,Average,No,38,7955,151,57,40,2525,1206,Yes,2014,Private
728,Instagram,39,Female,Canada,Urban,Low,Full-time employed,Single,No,12.3,6.9,Average,No,14,8046,101,23,27,4328,5774,Yes,2013,Private
729,Instagram,22,Male,Japan,Urban,High,Full-time employed,Single,Yes,7.6,6.9,Average,No,1,7956,28,5,11,91,82,Yes,2012,Friends only
730,Instagram,38,Male,Brazil,Urban,Middle,Full-time employed,Single,No,0.9,7.9,Good,No,13,7819,57,17,21,1742,2199,No,2023,Private
731,Instagram,31,Female,United States,Suburban,Lower-middle,Student,In a relationship,No,7,6.3,Average,No,15,8035,124,34,38,1127,488,No,2022,Public
732,Instagram,51,Male,Germany,Rural,Middle,Freelancer,Single,No,3.7,6.9,Average,Yes,0,8009,28,5,11,459,652,No,2012,Friends only
733,Instagram,15,Male,Australia,Suburban,Middle,Part-time,Single,Yes,4.2,7.3,Good,No,15,8016,114,27,26,1168,2339,Yes,2025,Friends only
734,Instagram,57,Female,Germany,Suburban,High,Unemployed,In a relationship,Yes,4.3,5,Excellent,No,37,8029,140,45,30,322,399,No,2012,Friends only
735,Instagram,25,Male,Other,Urban,Lower-middle,Full-time employed,Single,Yes,6.3,5.8,Average,Yes,23,8027,113,39,20,408,367,No,2017,Public
736,Instagram,62,Female,United States,Suburban,High,Student,In a relationship,No,6.6,7.8,Average,No,10,8099,46,12,20,610,1513,No,2021,Friends only
737,Instagram,40,Female,Other,Urban,Upper-middle,Student,In a relationship,No,9.2,7.5,Average,No,1,7969,69,27,25,131,269,Yes,2013,Private
738,Instagram,32,Male,United States,Suburban,Lower-middle,Student,In a relationship,No,8.8,7.3,Good,No,32,8041,163,51,27,699,890,Yes,2015,Public
739,Instagram,40,Male,Japan,Urban,Lower-middle,Full-time employed,Married,No,7.5,6.1,Poor,No,25,7946,157,53,43,1269,1228,No,2016,Public
740,Instagram,20,Female,Canada,Rural,Middle,Retired,In a relationship,No,6.4,8.2,Good,Yes,3,7993,80,17,16,894,1985,No,2020,Friends only
741,Instagram,53,Female,South Korea,Suburban,Low,Full-time employed,Single,No,16,7.3,Average,No,12,7969,88,21,18,434,209,No,2021,Friends only
742,Instagram,51,Male,United States,Suburban,Low,Student,Married,No,8.4,6.3,Very poor,Yes,30,8084,168,52,32,1515,2952,No,2025,Private
743,Instagram,13,Non-binary,Brazil,Suburban,Middle,Full-time employed,Single,Yes,4.7,7.3,Average,No,19,8158,88,31,17,561,660,Yes,2020,Public
744,Instagram,15,Prefer not to say,Germany,Urban,High,Student,In a relationship,No,6.7,9.6,Good,No,32,7970,245,72,45,444,1014,No,2025,Friends only
745,Instagram,25,Male,Germany,Suburban,Low,Part-time,In a relationship,Yes,9.3,8.1,Good,Former,16,8053,92,22,32,416,454,No,2022,Friends only
746,Instagram,40,Male,United States,Urban,Middle,Student,Divorced,No,1,6.5,Good,No,12,8091,54,13,18,4540,9193,No,2019,Private
747,Instagram,61,Male,Japan,Urban,Lower-middle,Full-time employed,In a relationship,No,5.1,7.8,Good,Former,13,7967,65,22,19,453,386,No,2025,Friends only
748,Instagram,37,Female,Australia,Urban,Lower-middle,Full-time employed,Single,Yes,6.7,6.6,Poor,No,13,7874,113,34,25,282,689,No,2015,Public
749,Instagram,45,Female,Canada,Urban,Low,Student,Single,No,2.9,8.5,Good,No,36,7822,231,64,56,254,257,No,2018,Friends only
750,Instagram,50,Male,United States,Suburban,Low,Retired,Married,No,3.6,7.7,Good,No,20,8085,106,26,20,1136,1429,No,2014,Private
751,Instagram,65,Female,United States,Urban,Lower-middle,Student,Married,No,8.2,8.2,Very poor,Yes,36,8040,195,57,45,1765,3131,No,2024,Private
752,Instagram,18,Male,United Kingdom,Urban,Low,Part-time,Married,No,3.5,7.3,Good,No,5,7883,92,17,19,426,1003,No,2021,Public
753,Instagram,56,Non-binary,United Kingdom,Urban,High,Full-time employed,Single,No,3,7.7,Poor,No,30,8118,181,57,47,809,524,No,2011,Friends only
754,Instagram,57,Male,India,Urban,Lower-middle,Student,Single,No,4.7,9.9,Good,No,34,7916,102,19,27,361,206,Yes,2022,Public
755,Instagram,44,Male,United Kingdom,Urban,Lower-middle,Full-time employed,Married,Yes,6.3,7.5,Very poor,Yes,23,8122,140,50,34,1717,1731,Yes,2014,Public
756,Instagram,57,Male,Brazil,Urban,Middle,Student,Married,No,4.9,6.1,Average,Yes,19,7882,81,30,29,2604,5166,Yes,2021,Friends only
757,Instagram,59,Non-binary,India,Urban,Low,Full-time employed,Married,No,8.3,7.1,Very poor,Former,10,7908,50,21,11,548,1312,No,2020,Friends only
758,Instagram,33,Male,Other,Urban,Middle,Student,Married,No,6.7,9,Good,No,20,8185,168,52,21,2959,2134,Yes,2019,Public
759,Instagram,28,Male,United States,Rural,Middle,Unemployed,In a relationship,Yes,14,9.3,Good,No,0,7907,46,6,16,1245,1876,No,2023,Public
760,Instagram,33,Male,United States,Rural,Lower-middle,Full-time employed,Single,Yes,4,5.5,Average,No,38,7897,183,59,45,2459,4931,No,2022,Public
761,Instagram,23,Male,South Korea,Urban,Middle,Full-time employed,Married,No,3.3,7,Poor,No,35,7978,163,52,44,1132,2139,No,2022,Friends only
762,Instagram,49,Female,Australia,Urban,Lower-middle,Full-time employed,Married,No,5.4,8,Average,No,22,8072,101,30,30,216,383,No,2025,Friends only
763,Instagram,48,Male,United States,Suburban,Lower-middle,Full-time employed,Divorced,No,5.7,6.7,Average,No,9,8075,53,23,25,888,1439,No,2018,Friends only
764,Instagram,47,Male,Other,Urban,Upper-middle,Full-time employed,Married,No,6.4,7.9,Good,No,1,8120,117,37,34,1102,2308,No,2019,Public
765,Instagram,31,Male,Other,Rural,Low,Part-time,Single,No,14,7.9,Good,No,24,8088,159,48,41,2356,2518,Yes,2023,Friends only
766,Instagram,32,Male,Other,Suburban,Upper-middle,Full-time employed,Single,Yes,11.9,5.3,Average,Yes,24,7932,178,58,43,1864,1265,No,2025,Public
767,Instagram,30,Female,Brazil,Rural,Lower-middle,Full-time employed,Single,No,14,7.1,Very poor,Former,37,7936,212,80,40,456,925,No,2021,Private
768,Instagram,59,Male,United Kingdom,Rural,Lower-middle,Full-time employed,Married,No,4.4,8.5,Average,No,35,8037,137,55,28,5245,10000,No,2025,Friends only
769,Instagram,53,Female,Germany,Urban,High,Full-time employed,In a relationship,No,7.6,7.5,Good,No,20,7930,136,41,30,431,577,No,2010,Public
770,Instagram,61,Female,Japan,Rural,Middle,Full-time employed,Single,No,12.6,7.4,Poor,No,38,7883,225,41,41,211,147,Yes,2020,Public
771,Instagram,26,Female,India,Rural,Low,Full-time employed,In a relationship,No,4.3,7.1,Average,No,30,7942,155,50,34,1521,2757,No,2021,Friends only
772,Instagram,27,Male,Japan,Rural,Lower-middle,Full-time employed,Married,No,9.5,8,Good,No,36,8208,211,46,50,15800,10000,Yes,2015,Public
773,Instagram,43,Prefer not to say,South Korea,Suburban,Lower-middle,Full-time employed,Single,No,12.4,7.5,Good,No,23,7896,108,26,39,2075,1470,No,2023,Private
774,Instagram,13,Female,India,Suburban,Lower-middle,Full-time employed,Single,Yes,7.3,7.9,Average,Yes,0,7941,88,23,25,1313,2088,No,2010,Private
775,Instagram,65,Male,United States,Rural,High,Student,Single,No,1.1,4.8,Excellent,Yes,23,7941,74,33,25,184,255,Yes,2023,Public
776,Instagram,15,Male,United Kingdom,Suburban,Upper-middle,Student,Single,Yes,3.5,6,Very poor,No,23,7975,124,28,33,316,554,No,2022,Public
777,Instagram,28,Male,Brazil,Suburban,Lower-middle,Unemployed,Divorced,Yes,16.6,5.2,Good,No,3,7844,35,14,11,675,653,No,2020,Friends only
778,Instagram,35,Male,Australia,Urban,Middle,Student,Single,Yes,10.4,7.8,Average,No,10,8117,76,20,24,358,845,No,2010,Friends only
779,Instagram,23,Male,India,Urban,Upper-middle,Freelancer,Married,No,8.2,3.6,Very poor,No,7,8078,102,24,12,1736,4332,No,2016,Public
780,Instagram,24,Female,Germany,Suburban,Low,Student,Married,Yes,7.6,6.9,Average,No,9,7904,61,9,19,1799,795,Yes,2011,Friends only
781,Instagram,22,Female,India,Urban,Middle,Full-time employed,Single,Yes,2.6,6.7,Average,No,17,8004,107,23,21,255,338,Yes,2020,Friends only
782,Instagram,44,Female,Germany,Suburban,Lower-middle,Full-time employed,In a relationship,Yes,8.1,7.5,Very poor,No,30,7921,171,51,33,684,1271,No,2021,Private
783,Instagram,28,Male,Brazil,Suburban,Middle,Student,Single,Yes,3.4,6.8,Good,No,33,7888,174,50,47,857,1124,No,2011,Public
784,Instagram,20,Female,India,Suburban,Lower-middle,Full-time employed,Single,No,4.5,8.5,Average,No,18,7959,82,24,21,4980,10000,No,2022,Public
785,Instagram,50,Male,India,Urban,Upper-middle,Student,Single,No,8.3,5.6,Excellent,No,12,7976,109,20,33,3366,8148,No,2010,Friends only
786,Instagram,24,Male,Japan,Urban,Middle,Student,Single,No,4.3,4.8,Good,No,22,8002,145,46,53,710,714,No,2018,Public
787,Instagram,36,Female,South Korea,Urban,Middle,Unemployed,Married,No,8.3,8,Poor,No,12,7955,75,18,21,1933,935,No,2013,Friends only
788,Instagram,40,Female,Brazil,Suburban,High,Part-time,Married,No,3.7,6.5,Good,No,9,7990,28,9,13,2819,3422,Yes,2016,Private
789,Instagram,65,Male,United States,Suburban,Lower-middle,Full-time employed,Married,No,2.2,5.2,Good,No,35,7974,151,29,30,1279,1101,No,2012,Private
790,Instagram,20,Male,Brazil,Suburban,Upper-middle,Part-time,Single,No,12.7,7.4,Good,Yes,8,8050,88,23,20,1618,1768,No,2021,Friends only
791,Instagram,40,Female,Other,Urban,Upper-middle,Student,Single,No,14.3,7,Average,No,5,8050,59,17,19,1623,1229,No,2025,Friends only
792,Instagram,48,Female,Australia,Suburban,Middle,Student,In a relationship,Yes,13.9,7.2,Average,No,26,7868,135,43,29,1349,1763,No,2017,Public
793,Instagram,38,Female,United States,Rural,Lower-middle,Student,In a relationship,No,7.4,6.6,Good,No,6,8060,58,14,19,5192,10000,No,2023,Public
794,Instagram,20,Female,Brazil,Rural,Upper-middle,Full-time employed,Single,No,13.6,8.3,Good,No,16,7971,117,33,22,3278,4125,Yes,2017,Public
795,Instagram,62,Male,South Korea,Urban,Low,Student,Divorced,No,4.5,7.9,Average,No,26,7987,162,45,42,151,155,No,2017,Friends only
796,Instagram,40,Female,Canada,Rural,Lower-middle,Full-time employed,In a relationship,No,11.5,6.6,Average,No,21,7970,152,53,40,368,805,No,2012,Private
797,Instagram,40,Female,United States,Urban,Lower-middle,Full-time employed,Single,No,13.3,8.1,Average,No,3,8007,49,13,11,504,546,No,2018,Public
798,Instagram,49,Male,Japan,Urban,Middle,Full-time employed,Widowed,Yes,3.9,7.3,Average,No,11,8069,63,23,16,261,265,Yes,2019,Private
799,Instagram,53,Female,India,Urban,Upper-middle,Full-time employed,Single,Yes,4.6,7.4,Poor,No,12,7862,82,26,34,2551,5933,No,2021,Public
800,Instagram,48,Female,Australia,Suburban,Low,Part-time,In a relationship,No,5.2,5.4,Poor,Former,3,8112,65,13,18,1690,2900,Yes,2022,Friends only
801,Instagram,39,Male,United Kingdom,Urban,Middle,Full-time employed,Single,Yes,4.2,7.3,Very poor,No,18,8041,95,32,25,4047,2024,No,2012,Private
802,Instagram,29,Female,United States,Urban,Upper-middle,Full-time employed,In a relationship,No,1.8,8.3,Average,No,7,8010,62,19,20,966,660,No,2024,Public
803,Instagram,21,Female,Germany,Urban,Upper-middle,Full-time employed,Single,No,2.1,8.6,Good,No,29,8111,182,58,31,2647,4278,No,2016,Public
804,Instagram,45,Male,United States,Suburban,High,Student,Single,Yes,10.6,7.5,Average,No,38,8168,235,76,55,713,1594,Yes,2016,Private
805,Instagram,65,Female,United States,Urban,Middle,Full-time employed,Single,No,9.4,7.3,Excellent,No,35,8019,140,43,32,346,749,No,2023,Public
806,Instagram,32,Female,United Kingdom,Urban,Middle,Full-time employed,Married,No,20.8,6.9,Average,No,7,8029,92,20,30,884,392,No,2013,Friends only
807,Instagram,25,Male,Brazil,Rural,Upper-middle,Full-time employed,In a relationship,No,11,6.7,Good,No,0,8061,54,16,12,7186,10000,Yes,2018,Private
808,Instagram,40,Female,India,Suburban,Low,Full-time employed,Married,Yes,10.4,4.7,Good,No,12,7945,70,13,10,259,594,No,2016,Private
809,Instagram,60,Female,India,Rural,Lower-middle,Full-time employed,Single,No,1,7,Average,No,18,7848,98,28,29,475,1055,No,2016,Private
810,Instagram,41,Male,Germany,Suburban,Low,Full-time employed,In a relationship,No,19.5,6.7,Poor,No,40,7914,181,42,41,1385,2006,No,2014,Friends only
811,Instagram,25,Male,Brazil,Suburban,Middle,Unemployed,In a relationship,Yes,4.6,6.8,Average,No,15,7951,130,41,33,637,1263,No,2017,Private
812,Instagram,58,Female,United States,Rural,Lower-middle,Freelancer,Single,Yes,1,5.7,Average,No,11,8019,61,10,24,316,257,Yes,2013,Friends only
813,Instagram,47,Female,United States,Rural,Low,Part-time,Single,No,3,6.9,Average,Yes,1,8101,24,7,8,289,140,No,2024,Public
814,Instagram,18,Male,United Kingdom,Suburban,Lower-middle,Part-time,Divorced,No,2.1,7.3,Average,No,9,7913,77,24,19,2573,2283,No,2018,Friends only
815,Instagram,30,Female,United States,Urban,Lower-middle,Full-time employed,Married,No,6.9,9.6,Average,No,14,8164,117,30,35,3963,2132,No,2018,Friends only
816,Instagram,63,Female,United States,Rural,Low,Full-time employed,Divorced,Yes,7.5,8,Average,No,39,7892,194,56,60,7996,10000,No,2012,Private
817,Instagram,17,Male,South Korea,Urban,Upper-middle,Full-time employed,Married,No,2.1,8.8,Good,No,25,8071,106,35,30,292,626,No,2012,Private
818,Instagram,59,Female,Canada,Urban,Middle,Freelancer,In a relationship,Yes,11.8,5.5,Poor,No,0,7903,66,26,23,1543,2481,Yes,2023,Friends only
819,Instagram,37,Male,United States,Urban,Low,Full-time employed,In a relationship,No,17.1,6.6,Poor,No,40,8199,187,50,30,1581,758,No,2017,Friends only
820,Instagram,14,Female,India,Rural,Low,Full-time employed,In a relationship,No,2.4,6.4,Good,No,25,8086,141,32,33,2333,5285,No,2018,Public
821,Instagram,22,Male,Japan,Urban,Upper-middle,Full-time employed,Single,Yes,12.8,7.4,Good,No,38,7845,269,67,61,376,418,No,2015,Friends only
822,Instagram,42,Male,Brazil,Suburban,Middle,Full-time employed,Married,Yes,0.6,5.9,Poor,Yes,10,8108,73,17,11,761,1485,No,2018,Public
823,Instagram,62,Female,Other,Rural,Middle,Full-time employed,In a relationship,No,11,7.5,Good,No,4,8095,64,28,10,4628,10000,No,2010,Friends only
824,Instagram,57,Female,United Kingdom,Suburban,High,Full-time employed,Single,No,12.9,6.8,Average,No,2,8123,54,17,19,658,1543,No,2017,Public
825,Instagram,17,Female,India,Urban,Upper-middle,Full-time employed,In a relationship,Yes,13.3,6.6,Average,No,4,7976,65,15,14,5639,6776,No,2022,Private
826,Instagram,45,Male,United States,Urban,Low,Unemployed,Single,No,6.4,7,Good,No,15,8125,92,26,18,191,133,Yes,2021,Public
827,Instagram,13,Male,United States,Urban,Upper-middle,Unemployed,Single,No,8.4,4.9,Excellent,Former,39,8164,236,65,50,1240,2501,No,2022,Private
828,Instagram,30,Female,United Kingdom,Rural,Lower-middle,Unemployed,Divorced,No,8.2,4.5,Excellent,No,3,8071,92,29,26,1248,1308,No,2020,Private
829,Instagram,44,Male,Australia,Urban,Low,Full-time employed,Married,Yes,12.6,5.7,Average,No,27,7995,119,35,33,910,900,No,2012,Public
830,Instagram,59,Male,United States,Urban,High,Student,Married,No,11.9,7.8,Good,No,0,8067,25,8,12,675,783,No,2017,Public
831,Instagram,61,Male,United States,Urban,Upper-middle,Full-time employed,In a relationship,Yes,4.4,6,Average,Former,29,8032,138,54,40,364,472,No,2010,Private
832,Instagram,23,Female,Australia,Suburban,High,Full-time employed,In a relationship,No,3.5,6.2,Poor,No,22,8089,133,42,33,2657,4268,No,2011,Public
833,Instagram,33,Female,Canada,Urban,Middle,Student,Single,Yes,9.6,6.2,Poor,No,27,7906,112,38,21,1410,2227,Yes,2023,Public
834,Instagram,38,Male,United States,Suburban,Low,Freelancer,Married,Yes,16.9,6.7,Average,Former,2,8160,45,7,14,238,488,No,2014,Public
835,Instagram,37,Male,United States,Suburban,Low,Full-time employed,Divorced,No,2.9,7.6,Excellent,No,21,7974,75,12,27,9587,10000,No,2020,Friends only
836,Instagram,34,Male,Germany,Urban,Middle,Student,Single,No,0.7,6.8,Good,Yes,25,8066,144,49,28,886,1802,Yes,2021,Private
837,Instagram,39,Female,Brazil,Urban,Middle,Unemployed,Divorced,Yes,2,7.9,Good,No,31,7895,183,54,42,3632,4820,Yes,2020,Friends only
838,Instagram,61,Female,United States,Suburban,Low,Full-time employed,Single,No,7.8,5.3,Average,No,11,7963,44,11,13,1178,1152,Yes,2025,Friends only
839,Instagram,25,Female,South Korea,Urban,Middle,Full-time employed,Married,Yes,13,6.6,Good,No,31,7904,139,35,26,2176,4871,Yes,2025,Public
840,Instagram,45,Male,United States,Suburban,Low,Full-time employed,Single,No,11.9,6.3,Good,No,3,8174,55,22,13,420,883,Yes,2019,Private
841,Instagram,46,Female,Brazil,Suburban,Low,Full-time employed,Single,Yes,7.4,6.2,Average,No,27,7990,141,40,27,2668,5701,No,2010,Public
842,Instagram,53,Male,United Kingdom,Urban,Lower-middle,Student,Married,No,7.2,7.2,Very poor,Former,33,8079,130,39,32,8085,10000,No,2012,Friends only
843,Instagram,47,Female,India,Rural,Middle,Full-time employed,Single,No,10.5,7.3,Excellent,No,10,7967,85,13,23,642,899,No,2016,Friends only
844,Instagram,13,Female,Other,Suburban,Upper-middle,Full-time employed,Single,No,0.5,8.3,Average,Yes,2,8025,95,27,16,1176,717,Yes,2024,Friends only
845,Instagram,33,Male,United States,Urban,Middle,Retired,In a relationship,No,0.5,7.6,Average,No,23,7826,189,56,34,245,251,No,2016,Private
846,Instagram,60,Female,India,Rural,Lower-middle,Full-time employed,In a relationship,No,16.4,5.3,Excellent,No,10,7957,54,18,21,313,335,No,2010,Public
847,Instagram,18,Female,Other,Urban,Middle,Student,Single,Yes,9.1,7.4,Average,No,37,7911,196,50,45,3733,9027,No,2011,Private
848,Instagram,40,Male,United Kingdom,Rural,Middle,Part-time,In a relationship,No,2.3,6.5,Excellent,Former,28,8087,155,44,42,4973,3304,Yes,2025,Public
849,Instagram,29,Male,India,Urban,Lower-middle,Student,Divorced,Yes,11.7,6.4,Good,No,12,8028,115,33,22,3877,4140,No,2024,Private
850,Instagram,17,Female,India,Urban,Upper-middle,Unemployed,Married,No,3.2,5.7,Average,No,32,7998,136,40,32,10070,10000,No,2023,Public
851,Instagram,43,Female,United States,Urban,Middle,Full-time employed,Divorced,No,11.1,5.9,Good,No,3,7793,27,6,11,109,89,Yes,2025,Public
852,Instagram,17,Female,United States,Urban,Lower-middle,Full-time employed,Single,No,8.5,6.7,Poor,No,7,7985,83,21,17,2051,3130,Yes,2012,Public
853,Instagram,50,Male,Canada,Suburban,Lower-middle,Full-time employed,In a relationship,Yes,2.8,6.8,Average,No,0,8000,23,10,14,1117,2495,No,2010,Public
854,Instagram,15,Male,United States,Urban,High,Unemployed,Divorced,Yes,4.2,6,Average,No,26,7929,144,36,32,386,252,No,2012,Public
855,Instagram,65,Male,Japan,Rural,Upper-middle,Freelancer,Divorced,No,1.8,8.3,Very poor,No,12,7998,62,19,17,183,440,No,2025,Friends only
856,Instagram,35,Female,United States,Suburban,Middle,Freelancer,In a relationship,No,5.3,6.8,Average,No,10,7962,72,18,21,223,414,Yes,2011,Public
857,Instagram,49,Female,United States,Urban,Lower-middle,Part-time,Single,Yes,3.3,6.7,Very poor,No,30,8018,142,54,40,2616,3241,No,2023,Private
858,Instagram,65,Female,United States,Suburban,Low,Full-time employed,Married,No,14.2,6.4,Average,No,14,8007,63,21,23,379,426,No,2012,Public
859,Instagram,49,Female,South Korea,Urban,High,Full-time employed,In a relationship,No,6.1,6.4,Average,No,9,8081,22,6,14,1011,2201,No,2019,Public
860,Instagram,22,Female,United States,Rural,Middle,Full-time employed,Single,Yes,11.6,6.4,Average,Former,12,7910,110,38,39,1644,4109,No,2010,Friends only
861,Instagram,22,Female,Japan,Suburban,High,Part-time,Married,No,10,7.2,Very poor,No,18,8049,182,45,34,619,1408,No,2024,Public
862,Instagram,31,Male,Brazil,Rural,Middle,Full-time employed,Single,No,5.4,6.8,Average,No,12,8163,119,33,26,364,824,No,2019,Private
863,Instagram,29,Female,Australia,Urban,Lower-middle,Full-time employed,Single,Yes,3.6,5.4,Poor,No,37,7999,181,55,33,495,1012,No,2015,Public
864,Instagram,33,Female,India,Suburban,Low,Full-time employed,Single,Yes,9.1,6.6,Good,No,34,8059,217,49,39,1498,1771,No,2010,Public
865,Instagram,26,Female,United Kingdom,Rural,Middle,Full-time employed,Single,No,4.2,5.6,Average,No,11,7847,97,28,23,7002,3565,No,2016,Public
866,Instagram,21,Female,Germany,Urban,Low,Unemployed,Divorced,Yes,8.5,7.8,Excellent,No,23,7967,122,38,20,218,317,Yes,2018,Public
867,Instagram,58,Male,India,Suburban,Lower-middle,Part-time,Single,No,0.6,7.4,Good,No,29,8008,133,37,27,1621,3821,No,2023,Friends only
868,Instagram,13,Male,India,Urban,Lower-middle,Freelancer,Single,No,6.8,6.4,Average,No,2,7860,81,22,22,761,1589,Yes,2014,Public
869,Instagram,63,Female,Australia,Urban,Low,Full-time employed,In a relationship,Yes,9.1,8.1,Poor,No,31,7974,170,47,35,1454,3298,Yes,2025,Friends only
870,Instagram,57,Female,Brazil,Suburban,Upper-middle,Full-time employed,Single,No,7,7.7,Very poor,Yes,20,7931,125,36,25,958,818,No,2018,Public
871,Instagram,25,Female,United States,Urban,Middle,Student,Single,No,11.2,6.9,Good,No,24,8079,165,55,35,428,340,No,2024,Public
872,Instagram,16,Female,United States,Urban,Lower-middle,Retired,Single,No,10.9,6.5,Average,No,23,7916,171,42,48,2272,3753,Yes,2021,Public
873,Instagram,13,Female,Brazil,Urban,Lower-middle,Full-time employed,Married,No,1,9,Very poor,No,32,8010,117,39,35,7439,10000,No,2014,Public
874,Instagram,61,Female,India,Rural,Lower-middle,Unemployed,Divorced,Yes,7.8,5.8,Excellent,No,8,7849,108,36,30,1845,1821,No,2022,Friends only
875,Instagram,52,Male,Other,Suburban,Upper-middle,Part-time,Single,No,5.7,6.6,Very poor,Former,23,8005,65,30,21,2288,3964,No,2023,Private
876,Instagram,44,Female,Germany,Urban,Upper-middle,Full-time employed,Married,Yes,3.6,7.2,Good,No,40,8188,219,50,49,213,93,No,2015,Private
877,Instagram,46,Female,United States,Urban,Middle,Freelancer,Single,No,4.1,7.8,Good,No,17,7947,136,41,33,226,465,No,2020,Friends only
878,Instagram,40,Male,United States,Urban,Upper-middle,Freelancer,Single,No,8.9,6.2,Good,Yes,39,8047,179,51,46,1539,2967,No,2024,Friends only
879,Instagram,43,Non-binary,India,Rural,Middle,Full-time employed,Single,No,3.2,5.7,Average,No,1,7972,34,9,8,1370,2631,No,2020,Private
880,Instagram,20,Male,Other,Urban,Upper-middle,Full-time employed,In a relationship,No,8.2,5.6,Average,No,11,7988,71,10,25,1830,3703,No,2018,Public
881,Instagram,51,Male,India,Urban,Low,Full-time employed,Divorced,No,5.4,5.8,Average,Yes,10,8151,41,9,15,1283,2683,Yes,2013,Friends only
882,Instagram,38,Prefer not to say,Japan,Rural,Middle,Full-time employed,Single,No,4,7.6,Very poor,No,19,7977,34,16,18,410,516,No,2017,Friends only
883,Instagram,46,Male,United Kingdom,Urban,Lower-middle,Full-time employed,Single,No,3.2,6.3,Poor,No,4,8032,30,7,8,1863,3582,No,2022,Friends only
884,Instagram,15,Male,United States,Rural,Lower-middle,Freelancer,Married,Yes,6.2,7,Average,No,6,8001,52,9,15,415,357,No,2020,Friends only
885,Instagram,62,Male,Australia,Urban,Middle,Part-time,Divorced,No,9.5,7.9,Poor,No,24,7998,155,54,28,2061,2371,Yes,2019,Private
886,Instagram,24,Male,Brazil,Suburban,Low,Full-time employed,In a relationship,No,3.8,6,Average,No,11,8044,132,42,30,6085,10000,No,2022,Friends only
887,Instagram,13,Female,Canada,Suburban,Lower-middle,Full-time employed,In a relationship,No,5.7,6.6,Good,No,37,7962,244,72,53,810,709,No,2017,Public
888,Instagram,56,Female,United States,Urban,High,Full-time employed,Single,No,2.9,7.4,Good,No,25,7968,94,39,36,997,1252,No,2017,Friends only
889,Instagram,17,Female,United States,Rural,Lower-middle,Full-time employed,Married,Yes,13,6.7,Average,No,31,7950,108,28,23,1763,3338,No,2014,Private
890,Instagram,42,Male,Germany,Urban,Upper-middle,Part-time,Single,No,1.9,6.3,Excellent,No,14,7799,135,49,30,550,505,No,2021,Private
891,Instagram,42,Male,India,Urban,Middle,Full-time employed,Single,No,3.1,9.6,Very poor,Yes,28,7914,128,40,17,3333,5479,No,2020,Friends only
892,Instagram,29,Female,India,Suburban,Middle,Freelancer,Married,Yes,3.1,7.5,Average,No,36,8023,189,53,40,2041,1007,No,2013,Private
893,Instagram,60,Male,United Kingdom,Urban,Low,Student,Single,No,6,7.2,Good,Yes,32,7977,138,43,48,689,1430,No,2025,Private
894,Instagram,59,Female,Japan,Rural,Middle,Full-time employed,In a relationship,No,9.3,7.1,Excellent,No,10,8038,36,8,13,777,854,No,2014,Friends only
895,Instagram,35,Male,United Kingdom,Urban,High,Freelancer,In a relationship,No,11.8,6.4,Average,No,27,8102,108,25,24,411,796,No,2010,Private
896,Instagram,27,Female,India,Urban,Middle,Freelancer,Single,Yes,14.9,7.7,Poor,No,28,7975,178,48,43,1494,3389,No,2012,Friends only
897,Instagram,49,Female,Germany,Urban,High,Student,Single,No,8.9,6.9,Average,No,19,8059,134,39,30,613,991,No,2024,Friends only
898,Instagram,33,Male,South Korea,Suburban,Upper-middle,Full-time employed,Divorced,No,5.9,5.9,Good,No,36,8055,198,64,56,2812,3401,No,2011,Friends only
899,Instagram,26,Female,United Kingdom,Suburban,Lower-middle,Unemployed,Married,No,7.4,4.1,Average,No,5,8006,35,8,15,860,765,No,2018,Private
900,Instagram,14,Male,Canada,Suburban,High,Student,In a relationship,No,16.1,10,Good,No,31,7899,184,47,41,1716,3815,Yes,2011,Private
901,Instagram,23,Female,India,Suburban,Lower-middle,Full-time employed,Single,No,10.5,6.1,Average,No,33,8032,212,61,37,875,1112,No,2018,Public
902,Instagram,63,Female,United States,Rural,Upper-middle,Full-time employed,In a relationship,No,10.7,8.3,Very poor,No,0,7945,65,10,16,1293,2408,No,2021,Friends only
903,Instagram,51,Male,United States,Suburban,Upper-middle,Unemployed,Single,No,1.6,7.1,Average,No,12,8012,70,27,19,603,1211,Yes,2021,Friends only
904,Instagram,50,Male,South Korea,Urban,Lower-middle,Student,Single,No,6.5,4.5,Excellent,Yes,27,7674,187,46,39,1391,1228,No,2017,Public
905,Instagram,46,Female,United States,Urban,Middle,Full-time employed,Single,No,3.5,6.9,Average,No,40,8121,152,35,41,709,709,No,2014,Public
